index,gate,up,gpu,ref,flagged
232360,0x1.225dcp-131,0x1.994a5ap+0,0x0p+0,0x1.d03c8p-132,0
232372,0x1.08cf8p-132,0x1.db01ep-1,0x0p+0,0x1.eb5cp-134,0
232396,-0x1.570dfap-117,-0x1.c755b4p-5,0x1.311656p-122,0x1.311658p-122,1
232402,0x1.2f5beep-107,-0x1.b8feecp-4,-0x1.054a0cp-111,-0x1.054a0ap-111,1
232408,0x1.a7446ep-107,-0x1.8fcfa8p-3,-0x1.4a858p-110,-0x1.4a857ep-110,1
232414,-0x1.537f64p-127,0x1.6dd56cp-2,-0x0p+0,-0x1.e527ap-130,0
232430,0x1.465ac4p-126,-0x1.57ca8p-1,-0x0p+0,-0x1.b645cp-128,1
232431,-0x1.dfb144p-127,0x1.b27884p-1,-0x0p+0,-0x1.970e28p-128,0
232432,-0x1.932afap-117,-0x1.dbab6ap-2,0x1.768f58p-119,0x1.768f5ap-119,1
232436,-0x1.582f76p-111,-0x1.0352eap+0,0x1.5ca77cp-112,0x1.5ca77ep-112,1
232503,0x1.e6eccp-128,0x1.7afbbp+0,0x0p+0,0x1.686c28p-128,0
232504,-0x1.4148b6p-104,-0x1.4b626ap-1,0x1.9fe484p-106,0x1.9fe486p-106,1
232535,0x1.064b2p-128,0x1.040196p-3,0x0p+0,0x1.0a66p-132,0
232548,-0x1.5b9f46p-108,-0x1.8f137p+0,0x1.0ef3dp-108,0x1.0ef3d2p-108,1
232554,-0x1.9d9e26p-107,-0x1.3536d6p+0,0x1.f3987ap-108,0x1.f3987cp-108,1
232576,-0x1.2ebd4p-130,0x1.bdf6bcp-1,-0x0p+0,-0x1.07b18p-131,0
232619,-0x1.3ccfd6p-109,0x1.6b6c2ep+0,-0x1.c1c092p-110,-0x1.c1c096p-110,1
232637,0x1.1d224ep-112,-0x1.396b62p-3,-0x1.5d168ep-116,-0x1.5d168cp-116,1
232683,0x1.0b87ap-130,-0x1.75e462p-3,-0x0p+0,-0x1.86bcp-134,0
232690,-0x1.c379p-133,0x1.30ec0ep-1,-0x0p+0,-0x1.0cep-134,0
232699,-0x1.0ce03p-128,-0x1.055cd6p-1,0x0p+0,0x1.12822p-130,0
232702,-0x1.bcfab6p-116,0x1.0735a6p-1,-0x1.c982dp-118,-0x1.c982d2p-118,1
232717,-0x1.e81fep-130,-0x1.006442p-1,0x0p+0,0x1.e8dfp-132,0
232728,-0x1.da843ap-105,0x1.fdb788p+0,-0x1.d8668ap-105,-0x1.d8668cp-105,1
232764,-0x1.ec173ep-124,0x1.237c2ap-4,-0x0p+0,-0x1.182688p-128,1
232768,-0x1.ced85p-128,0x1.281d08p-1,-0x0p+0,-0x1.0baf5p-129,0
232780,0x1.d0de3ap-118,-0x1.2886ap-3,-0x1.0d3ab6p-121,-0x1.0d3ab4p-121,1
232784,0x1.41c55ep-112,-0x1.d755fep-1,-0x1.28371cp-113,-0x1.28371ap-113,1
232787,-0x1.2a611cp-126,0x1.bcf40ep+0,-0x1.bcf40ep-126,-0x1.034e7p-126,1
232792,0x1.078d7ep-116,0x1.f8937ap-1,0x1.03bb34p-117,0x1.03bb32p-117,1
232795,-0x1.94608p-132,0x1.0027bp+0,-0x0p+0,-0x1.949fp-133,0
232799,0x1.d667cp-131,0x1.9fd414p-8,0x0p+0,0x1.7ep-139,0
232801,-0x1.728846p-104,-0x1.7db52ap-2,0x1.143d82p-106,0x1.143d84p-106,1
232802,0x1.7127fap-113,-0x1.eee45p-1,-0x1.64d232p-114,-0x1.64d23p-114,1
232805,-0x1.4d5cd4p-123,0x1.597c44p-4,-0x0p+0,-0x1.c1e3e8p-128,1
232808,0x1.4ea92p-127,-0x1.523bb8p-2,-0x0p+0,-0x1.ba296p-130,0
232819,0x1.19182ap-126,0x1.75480ep-2,0x0p+0,0x1.99df5p-129,1
232822,0x1.984ba2p-104,-0x1.a09d2p+0,-0x1.4c3ac2p-104,-0x1.4c3acp-104,1
232832,0x1.70bb5p-128,-0x1.aae408p+0,-0x0p+0,-0x1.33701p-128,0
232843,-0x1.1e44p-133,-0x1.8c78eep-1,0x0p+0,0x1.bb58p-135,0
232863,0x1.32a08p-131,0x1.e0e87ep-3,0x0p+0,0x1.2002p-134,0
232880,0x1.42fcb6p-109,-0x1.a1efc6p+0,-0x1.07a616p-109,-0x1.07a614p-109,1
232896,-0x1.7913c2p-124,-0x1.7cd4b4p-4,0x0p+0,0x1.18795p-128,1
232923,-0x1.136c1ep-117,0x1.cdb9c8p+0,-0x1.f0c18ep-118,-0x1.f0c192p-118,1
232927,0x1.8f90e2p-123,0x1.01da3ap+0,0x1.92751p-124,0x1.92750ep-124,1
232964,0x1.47ee9p-128,-0x1.abf33cp-1,-0x0p+0,-0x1.12194p-129,0
232965,0x1.546a02p-104,0x1.786f4ep-2,0x1.f48fb8p-107,0x1.f48fb4p-107,1
232969,0x1.be4ac2p-119,-0x1.d580acp-2,-0x1.993fa6p-121,-0x1.993fa4p-121,1
232972,-0x1.31928cp-123,-0x1.587feap-3,0x0p+0,0x1.9b359cp-127,1
232977,0x1.b2af82p-111,0x1.a2544cp-1,0x1.6328dcp-112,0x1.6328dap-112,1
232979,-0x1.ed643ap-114,0x1.d53722p-1,-0x1.c4296ep-115,-0x1.c4297p-115,1
232980,-0x1.f28d86p-118,-0x1.9c60bp-2,0x1.918c06p-120,0x1.918c08p-120,1
232982,0x1.2d8ccp-129,-0x1.cca3cap-2,-0x0p+0,-0x1.0f4dp-131,0
232984,-0x1.4beafep-117,-0x1.37c13ep+0,0x1.943504p-118,0x1.943508p-118,1
233024,-0x1.40118ep-119,0x1.1a4308p-2,-0x1.60e722p-122,-0x1.60e726p-122,1
233030,-0x1.41e4fap-125,-0x1.f4c602p-3,0x0p+0,0x1.3ad618p-128,1
233120,0x1.35f1b6p-119,-0x1.47d0acp-2,-0x1.8ce466p-122,-0x1.8ce464p-122,1
233137,0x1.7b4466p-107,0x1.e2c45p-1,0x1.659cd2p-108,0x1.659cdp-108,1
233151,-0x1.d20d4p-130,0x1.4b92fep-1,-0x0p+0,-0x1.2dd14p-131,0
233165,0x1.3ff86p-130,0x1.064866p+0,0x0p+0,0x1.47d2cp-131,0
233166,0x1.3cc19ap-114,-0x1.98493ep-3,-0x1.f92f3p-118,-0x1.f92f2ep-118,1
233173,-0x1.4a2892p-115,-0x1.79aa44p-1,0x1.e71152p-117,0x1.e71156p-117,1
233176,-0x1.05c48p-127,-0x1.860bc6p+0,0x0p+0,0x1.8ed568p-128,0
233184,-0x1.1d172p-130,-0x1.5ee70ap+0,0x0p+0,0x1.86c6cp-131,0
233187,0x1.073d12p-106,-0x1.4e5f5cp-1,-0x1.57d3bep-108,-0x1.57d3bcp-108,1
233198,-0x1.44c92p-130,0x1.8055dep-1,-0x0p+0,-0x1.e79a8p-132,0
233214,0x1.f1a59p-128,-0x1.fc52fep-1,-0x0p+0,-0x1.ee12fp-129,0
233224,-0x1.04d768p-127,0x1.6d7aacp+0,-0x0p+0,-0x1.74642p-128,0
233226,-0x1.42c47p-128,-0x1.3b1f04p-2,0x0p+0,0x1.8d4ecp-131,0
233227,0x1.6b379ep-115,-0x1.518c1ep-1,-0x1.deeb06p-117,-0x1.deeb04p-117,1
233271,0x1.a3e6p-132,-0x1.f215dep-4,-0x0p+0,-0x1.988p-136,0
233277,-0x1.79296ap-111,0x1.c4d094p+0,-0x1.4d9034p-111,-0x1.4d9036p-111,1
233286,0x1.ee555ep-119,-0x1.69ab3ap+0,-0x1.5d3084p-119,-0x1.5d3082p-119,1
233291,0x1.4e861ep-111,-0x1.fd7004p-5,-0x1.4cd986p-116,-0x1.4cd984p-116,1
233299,-0x1.57df9ap-115,0x1.406cc2p+0,-0x1.ae6994p-116,-0x1.ae6998p-116,1
233305,-0x1.dd72fp-129,0x1.845c82p-3,-0x0p+0,-0x1.6a278p-132,0
233308,0x1.64fa7ap-105,0x1.99562ap-2,0x1.1d662cp-107,0x1.1d662ap-107,1
233317,-0x1.d06d32p-110,-0x1.b3c93ep-2,0x1.8b4b5p-112,0x1.8b4b52p-112,1
233320,-0x1.d91a82p-122,0x1.40cecap-1,-0x1.286fa4p-123,-0x1.286fa6p-123,1
233339,0x1.d5be2p-127,0x1.a27c86p+0,0x0p+0,0x1.7ff278p-127,0
233353,0x1.3c7c62p-107,-0x1.0ea176p-3,-0x1.4e92cep-111,-0x1.4e92ccp-111,1
233383,-0x1.e8bb02p-118,0x1.578c96p-2,-0x1.47ef78p-120,-0x1.47ef7ap-120,1
233391,0x1.8a92p-129,-0x1.58f8eep+0,-0x0p+0,-0x1.09d9fp-129,0
233394,-0x1.33e036p-110,0x1.cac222p-3,-0x1.13dc4ap-113,-0x1.13dc4cp-113,1
233396,0x1.aacc52p-115,-0x1.2108b6p+1,-0x1.e1df3p-115,-0x1.e1df2ep-115,1
233400,-0x1.6a09f6p-111,0x1.e3cd5ep-1,-0x1.56199cp-112,-0x1.56199ep-112,1
233411,-0x1.84ed36p-111,0x1.3a3352p-1,-0x1.dd58eap-113,-0x1.dd58ecp-113,1
233420,0x1.2fc682p-122,-0x1.bf1276p-1,-0x1.0940c4p-123,-0x1.0940c2p-123,1
233432,-0x1.287b4p-127,-0x1.9bccd2p+0,0x0p+0,0x1.dceb18p-128,0
233433,-0x1.0c30f6p-104,0x1.9cccdap+0,-0x1.b07564p-105,-0x1.b07568p-105,1
233455,-0x1.fe41dp-128,0x1.1db7a2p-2,-0x0p+0,-0x1.1cbeap-130,0
233457,0x1.66b6ccp-127,-0x1.85e7d6p-3,-0x0p+0,-0x1.112c6p-130,0
233491,0x1.15203ep-105,-0x1.582c26p-4,-0x1.74932p-110,-0x1.74931ep-110,1
233510,0x1.9d836ap-115,-0x1.90d798p-3,-0x1.43bcccp-118,-0x1.43bccap-118,1
233524,0x1.9a297ep-120,-0x1.916c32p-4,-0x1.41942ep-124,-0x1.41942cp-124,1
233533,0x1.16e2b2p-119,0x1.624c8p-5,0x1.81f8d4p-125,0x1.81f8dp-125,1
233538,-0x1.e80d4p-131,0x1.80af02p+0,-0x0p+0,-0x1.6eb08p-131,0
233544,-0x1.5705d6p-105,0x1.8fb96p-1,-0x1.0bcd3cp-106,-0x1.0bcd3ep-106,1
233549,0x1.37654p-131,-0x1.86b304p+0,-0x0p+0,-0x1.db3d8p-132,0
233571,0x1.68568ap-120,-0x1.15c41cp+0,-0x1.86f9bp-121,-0x1.86f9acp-121,1
233573,0x1.5e60cp-131,0x1.1d0f78p+1,0x0p+0,0x1.86274p-131,0
233576,-0x1.006fc8p-127,-0x1.3d307cp-1,0x0p+0,0x1.3dbbp-129,0
233586,0x1.b9b612p-111,0x1.00a374p+1,0x1.bad01cp-111,0x1.bad01ap-111,1
233599,0x1.6413e2p-115,-0x1.c1092cp-3,-0x1.3849d2p-118,-0x1.3849dp-118,1
233609,-0x1.78f9a6p-106,-0x1.2900eap-1,0x1.b55af8p-108,0x1.b55afap-108,1
233622,-0x1.a8f04ap-122,0x1.56d544p-3,-0x1.1c898p-125,-0x1.1c8982p-125,1
233626,0x1.dc35acp-126,0x1.7425a2p+0,0x1.7425a2p-126,0x1.5a22p-126,1
233628,0x1.7bcffp-127,0x1.af142p-1,0x0p+0,0x1.3fc878p-128,0
233660,0x1.34b6dap-122,-0x1.8c4cdep-2,-0x1.dde78ep-125,-0x1.dde78cp-125,1
233662,-0x1.919492p-124,-0x1.85b36cp-11,0x0p+0,0x1.31a8p-135,1
233664,-0x1.0dfe0ap-113,-0x1.0defb8p-1,0x1.1cb0cp-115,0x1.1cb0c2p-115,1
233665,0x1.65616p-130,0x1.2aa806p+0,0x0p+0,0x1.a0eep-131,0
233691,0x1.1bdc18p-127,-0x1.14ed6ap-3,-0x0p+0,-0x1.33108p-131,0
233700,0x1.9957cp-131,0x1.4ef74ap-2,0x0p+0,0x1.0bcep-133,0
233707,-0x1.b6123p-129,-0x1.c4f9ap-2,0x0p+0,0x1.8391cp-131,0
233735,-0x1.6288c8p-126,-0x1.1be24p-2,0x0p+0,0x1.89269p-129,1
233773,0x1.c4b7ep-130,0x1.4eb368p-2,0x0p+0,0x1.27f28p-132,0
233791,-0x1.1559ep-130,-0x1.d9035p-1,0x0p+0,0x1.003b8p-131,0
233797,0x1.84e24ap-120,0x1.a9e724p+0,0x1.437d68p-120,0x1.437d66p-120,1
233803,-0x1.76367ep-114,-0x1.9f4daep+0,0x1.2f89fp-114,0x1.2f89f2p-114,1
233818,-0x1.2dde5ep-115,-0x1.02dce6p-3,0x1.313e94p-119,0x1.313e96p-119,1
233825,-0x1.658acp-131,0x1.09c81ep+0,-0x0p+0,-0x1.73348p-132,0
233837,0x1.78e7cep-112,-0x1.67d294p-2,-0x1.08e18ep-114,-0x1.08e18cp-114,1
233845,0x1.91ae8ep-122,0x1.439a5cp-5,0x0p+0,0x1.fbc17p-128,1
233854,-0x1.861ae2p-118,-0x1.48104ap-1,0x1.f3eb42p-120,0x1.f3eb44p-120,1
233856,-0x1.6f52p-131,0x1.a835d6p-1,-0x0p+0,-0x1.30568p-132,0
233860,-0x1.9d1e8p-129,-0x1.a21862p+0,0x0p+0,0x1.51599p-129,0
233873,0x1.13153ap-116,-0x1.94c006p-1,-0x1.b2ebdap-118,-0x1.b2ebd6p-118,1
233881,0x1.79c38p-131,0x1.096a4ap+0,0x0p+0,0x1.87a8p-132,0
233885,-0x1.a597p-132,-0x1.5fc9a8p-2,0x0p+0,0x1.21acp-134,0
233934,-0x1.17f98ap-119,-0x1.a7c9fcp-3,0x1.cf7a36p-123,0x1.cf7a3ap-123,1
233941,-0x1.7dd6aap-111,-0x1.6760d2p-2,0x1.0c0438p-113,0x1.0c043ap-113,1
233947,0x1.f4d4p-133,-0x1.fde83ap-2,-0x0p+0,-0x1.f2c8p-135,0
233973,0x1.33f7cp-130,-0x1.9ba0a8p-1,-0x0p+0,-0x1.ef3p-132,0
233981,0x1.e46c7ep-107,0x1.3b69dcp-1,0x1.2a6ceap-108,0x1.2a6ce8p-108,1
234006,0x1.d8eep-132,-0x1.26e5e8p+0,-0x0p+0,-0x1.1065p-132,0
234022,-0x1.512684p-127,0x1.acc7aap+0,-0x0p+0,-0x1.1a59a8p-127,0
234023,-0x1.7f4abp-129,-0x1.2281eap-3,0x0p+0,0x1.b2f5p-133,0
234042,-0x1.f5101ap-119,0x1.b17cc4p-3,-0x1.a83a36p-122,-0x1.a83a38p-122,1
234065,0x1.4cc48p-132,-0x1.307e2ap-3,-0x0p+0,-0x1.8bdp-136,0
234067,0x1.84f7cp-129,0x1.408f92p+0,0x0p+0,0x1.e70fep-130,0
234121,-0x1.b821p-133,-0x1.959a8p+0,0x0p+0,0x1.5caap-133,0
234124,0x1.8e1ep-133,0x1.68b0cp+0,0x0p+0,0x1.1877p-133,0
234125,0x1.f844c6p-117,0x1.9e9acp-2,0x1.985808p-119,0x1.985806p-119,1
234130,0x1.0d6fa2p-116,0x1.11c91cp+0,0x1.2027b8p-117,0x1.2027b6p-117,1
234153,-0x1.c3423p-129,0x1.c95428p-2,-0x0p+0,-0x1.9312cp-131,0
234169,-0x1.e905p-129,0x1.efe0b2p-3,-0x0p+0,-0x1.d99fp-132,0
234183,0x1.b12ep-133,-0x1.626ec2p-1,-0x0p+0,-0x1.2bdep-134,0
234191,-0x1.efa628p-128,0x1.84dce2p-4,-0x0p+0,-0x1.78718p-132,0
234217,0x1.5314cp-128,0x1.c95a44p-1,0x0p+0,0x1.2ee3dp-129,0
234273,-0x1.113ecp-129,0x1.ed4c6ap-2,-0x0p+0,-0x1.0743cp-131,0
234280,0x1.25676p-130,-0x1.3401a2p-1,-0x0p+0,-0x1.61028p-132,0
234289,0x1.f964c6p-121,-0x1.64ee2ep+0,-0x1.60532ep-121,-0x1.60532cp-121,1
234300,-0x1.88d68ep-122,0x1.59ea02p+0,-0x1.09681cp-122,-0x1.09681ep-122,1
234311,-0x1.ec4bbp-129,0x1.b74416p-1,-0x0p+0,-0x1.a65c6p-130,0
234331,0x1.009fe6p-110,-0x1.676b92p-2,-0x1.684c14p-113,-0x1.684c1p-113,1
234332,0x1.57d9p-133,-0x1.014a3cp+0,-0x0p+0,-0x1.5994p-134,0
234340,0x1.ba5aeep-124,0x1.68db18p+0,0x1.37c53cp-124,0x1.37c53ap-124,1
234349,-0x1.5ed08p-130,-0x1.f02384p-1,0x0p+0,0x1.53f24p-131,0
234351,0x1.c20dp-131,0x1.31e618p-1,0x0p+0,0x1.0ce3p-132,0
234375,-0x1.fa6a7ep-107,0x1.251bfp-3,-0x1.21e992p-110,-0x1.21e994p-110,1
234383,0x1.6f1fa4p-127,-0x1.2e2f3cp-1,-0x0p+0,-0x1.b15b1p-129,0
234412,0x1.38814p-127,-0x1.9201c4p-4,-0x0p+0,-0x1.eabdp-132,0
234415,0x1.9ccfp-133,-0x1.945fbp-2,-0x0p+0,-0x1.4608p-135,0
234418,0x1.b9f4p-129,0x1.2199fp-2,0x0p+0,0x1.f3f6p-132,0
234429,0x1.105f26p-111,-0x1.dfe436p+0,-0x1.fe94dap-112,-0x1.fe94d6p-112,1
234448,-0x1.665cd6p-109,0x1.57823ap+0,-0x1.e0dcacp-110,-0x1.e0dcbp-110,1
234465,-0x1.933f2ep-105,-0x1.3dc918p-1,0x1.f491fcp-107,0x1.f491fep-107,1
234469,-0x1.ca0382p-114,-0x1.a09b06p+0,0x1.74ad86p-114,0x1.74ad88p-114,1
234473,-0x1.5eb3ep-130,0x1.67bfdap-3,-0x0p+0,-0x1.ecd6p-134,0
234488,0x1.1b7f4ap-110,0x1.cadf1ap-2,0x1.fc28cep-113,0x1.fc28ccp-113,1
234501,-0x1.7f022p-126,-0x1.1dde44p-1,0x0p+0,0x1.abb1e8p-128,1
234502,0x1.66fd8p-129,0x1.27cb78p+0,0x0p+0,0x1.9ecb8p-130,0
234524,0x1.5a0b0ap-108,-0x1.f405b8p-2,-0x1.51f2a8p-110,-0x1.51f2a6p-110,1
234526,0x1.50628p-132,0x1.8f81c6p-3,0x0p+0,0x1.0678p-135,0
234528,-0x1.a2b47cp-125,0x1.944c04p-4,-0x0p+0,-0x1.4aa09p-129,1
234536,-0x1.960f2p-130,-0x1.24435p+0,0x0p+0,0x1.cf94p-131,0
234540,-0x1.5af7bap-115,-0x1.52c386p-5,0x1.cb2412p-121,0x1.cb2414p-121,1
234560,-0x1.6e023ep-125,0x1.4d1bc6p-2,-0x0p+0,-0x1.dc40ap-128,1
234564,0x1.a18632p-108,-0x1.4927c8p-4,-0x1.0c6b2ep-112,-0x1.0c6b2cp-112,1
234582,0x1.13feb2p-118,0x1.902598p+0,0x1.af668p-119,0x1.af667ep-119,1
234586,0x1.1ada58p-127,0x1.2c3ea2p-1,0x0p+0,0x1.4bbd1p-129,0
234594,-0x1.91eadp-127,0x1.29e5c4p-6,-0x0p+0,-0x1.d3b2p-134,0
234603,-0x1.c16ad6p-113,0x1.d0c012p+0,-0x1.97f168p-113,-0x1.97f16ap-113,1
234656,-0x1.a987p-133,-0x1.fb903cp-1,0x0p+0,0x1.a5d8p-134,0
234680,0x1.561942p-120,-0x1.15f922p+0,-0x1.737642p-121,-0x1.73764p-121,1
234686,0x1.e2e13p-126,-0x1.4011d4p-2,-0x0p+0,-0x1.2ddd9p-128,1
234690,0x1.4088e2p-105,0x1.43ca6ap-2,0x1.956a28p-108,0x1.956a26p-108,1
234697,-0x1.255468p-128,-0x1.b7659cp-1,0x0p+0,0x1.f7782p-130,0
234702,0x1.5fe32cp-125,0x1.0340bep-2,0x0p+0,0x1.645bdp-128,1
234731,-0x1.790b98p-128,-0x1.a2041p-2,0x0p+0,0x1.33d58p-130,0
234748,0x1.0da406p-121,0x1.95a29ep-4,0x1.ab3fc8p-126,0x1.ab3fc6p-126,1
234756,-0x1.81d9aap-104,0x1.1f5b6ap+0,-0x1.b11cccp-105,-0x1.b11ccep-105,1
234760,-0x1.d5267ep-105,-0x1.9021ccp-6,0x1.6ea508p-111,0x1.6ea50ap-111,1
234778,0x1.99c4p-128,-0x1.727f34p-2,-0x0p+0,-0x1.28848p-130,0
234821,0x1.82e532p-116,-0x1.4e64ecp-1,-0x1.f95f9p-118,-0x1.f95f8ep-118,1
234851,-0x1.2c372ap-121,-0x1.ca00fap+0,0x1.0c8deap-121,0x1.0c8decp-121,1
234866,-0x1.fe155p-129,0x1.a7a832p+0,-0x0p+0,-0x1.a6122p-129,0
234869,0x1.da5d4p-126,-0x1.e84feep-2,-0x0p+0,-0x1.c46afp-128,1
234881,-0x1.12982ap-107,-0x1.d5fe0ep-2,0x1.f82144p-110,0x1.f82146p-110,1
234895,-0x1.456fe6p-110,0x1.070eccp-2,-0x1.4e68c2p-113,-0x1.4e68c4p-113,1
234924,-0x1.28890ap-118,-0x1.a8307ap-4,0x1.eb5b1cp-123,0x1.eb5b2p-123,1
234930,-0x1.d3cfp-132,0x1.490dd8p-1,-0x0p+0,-0x1.2ca7p-133,0
234932,0x1.12171ep-112,0x1.8a3386p-1,0x1.a60ec2p-114,0x1.a60ebep-114,1
234936,0x1.0109c2p-116,-0x1.0cbefep-2,-0x1.0dd5fep-119,-0x1.0dd5fcp-119,1
234944,-0x1.70e2cp-131,0x1.83bf3p-1,-0x0p+0,-0x1.175d8p-132,0
234946,-0x1.a1a6dcp-127,0x1.f39fb8p-1,-0x0p+0,-0x1.978e7p-128,0
234950,-0x1.254518p-127,0x1.68f998p+0,-0x0p+0,-0x1.9d8718p-128,0
234984,-0x1.0da91p-129,0x1.19ca96p+0,-0x0p+0,-0x1.28d3ep-130,0
234999,0x1.6b7cdap-119,0x1.41e232p-3,0x1.c908bcp-123,0x1.c908b8p-123,1
235004,-0x1.cf3a4p-130,0x1.5c4156p-2,-0x0p+0,-0x1.3b148p-132,0
235012,-0x1.07abe6p-114,-0x1.d76cc4p-2,0x1.e58d46p-117,0x1.e58d4ap-117,1
235025,-0x1.e4f9b6p-104,0x1.da2b34p+0,-0x1.c12418p-104,-0x1.c1241ap-104,1
235033,0x1.c1d5p-133,0x1.823172p+0,0x0p+0,0x1.534cp-133,0
235034,-0x1.65d446p-111,0x1.5e5ffp+0,-0x1.e9be4ep-112,-0x1.e9be5p-112,1
235035,-0x1.42aee6p-106,-0x1.c79ae2p-3,0x1.1f2408p-109,0x1.1f240ap-109,1
235039,-0x1.1e5dep-129,-0x1.e66a34p-2,0x0p+0,0x1.100e8p-131,0
235045,0x1.d08328p-127,-0x1.15303ep+1,-0x0p+0,-0x1.f6f574p-127,0
235068,-0x1.bd6a54p-123,-0x1.4792a6p-7,0x0p+0,0x1.1cf9p-130,1
235079,0x1.22a306p-121,-0x1.4c431p+0,-0x1.793792p-122,-0x1.79378ep-122,1
235081,0x1.08362ap-118,-0x1.fd443cp-1,-0x1.06cd1p-119,-0x1.06cd0ep-119,1
235085,0x1.5903fcp-127,-0x1.384d1ap-4,-0x0p+0,-0x1.a4e5p-132,0
235099,-0x1.1ef376p-113,-0x1.170eeep-1,0x1.38cc1p-115,0x1.38cc12p-115,1
235105,-0x1.e7b58p-131,-0x1.c79b9p-2,0x0p+0,0x1.b1fep-133,0
235135,-0x1.6d04p-132,0x1.cddc92p-2,-0x0p+0,-0x1.4946p-134,0
235138,0x1.81855ap-112,0x1.38ac1ap+0,0x1.d6ddb4p-113,0x1.d6ddb2p-113,1
235143,0x1.a22518p-124,0x1.0fd506p-4,0x0p+0,0x1.bc013p-129,1
235148,-0x1.a43fd2p-114,-0x1.f3cb16p-3,0x1.9a3ae2p-117,0x1.9a3ae4p-117,1
235150,-0x1.5978a6p-110,0x1.ef534ep-3,-0x1.4e3858p-113,-0x1.4e385ap-113,1
235160,0x1.4514eep-122,0x1.56006cp+0,0x1.b24a82p-123,0x1.b24a8p-123,1
235163,0x1.18bfp-133,-0x1.d2e1ap-3,-0x0p+0,-0x1p-136,0
235174,0x1.3c4186p-125,-0x1.65e958p-1,-0x0p+0,-0x1.ba27a4p-127,1
235175,0x1.c87d3ep-123,0x1.40a6aep-2,0x1.1de2e4p-125,0x1.1de2e2p-125,1
235200,-0x1.495e4p-131,-0x1.9d7cfap-1,0x0p+0,0x1.09fe8p-132,0
235215,-0x1.20302ap-109,-0x1.181b26p-1,0x1.3b533cp-111,0x1.3b533ep-111,1
235216,-0x1.5c6dcap-119,-0x1.e2e6d8p-2,0x1.48a072p-121,0x1.48a074p-121,1
235219,-0x1.649e6ap-118,0x1.fa3df8p+0,-0x1.609bb6p-118,-0x1.609bb8p-118,1
235227,0x1.b9714ep-114,0x1.d3463cp-1,0x1.92e168p-115,0x1.92e166p-115,1
235241,0x1.7c73dep-122,-0x1.7ae81cp-2,-0x1.198e06p-124,-0x1.198e04p-124,1
235271,-0x1.37b282p-108,0x1.5101f8p-2,-0x1.9a546p-111,-0x1.9a5462p-111,1
235287,0x1.f1efbap-109,0x1.7d2eaep+0,0x1.72b64cp-109,0x1.72b64ap-109,1
235305,0x1.56d47cp-124,0x1.11fefap-2,0x0p+0,0x1.6eee0cp-127,1
235307,-0x1.5317dap-119,-0x1.0f6078p+0,0x1.677606p-120,0x1.677608p-120,1
235310,-0x1.1eb4p-133,-0x1.2675eep-1,0x0p+0,0x1.49c8p-135,0
235321,-0x1.aa506ap-122,0x1.75760ap-1,-0x1.36f5dcp-123,-0x1.36f5dep-123,1
235350,-0x1.2eb8ap-130,0x1.089438p-1,-0x0p+0,-0x1.38dd8p-132,0
235357,0x1.54p-132,0x1.178a24p+1,0x0p+0,0x1.73438p-132,0
235362,-0x1.b5df4p-131,-0x1.d545dcp-4,0x0p+0,0x1.9154p-135,0
235368,0x1.70181ep-113,0x1.540a6cp+0,0x1.e8ef06p-114,0x1.e8ef04p-114,1
235377,-0x1.704edcp-127,0x1.0964ccp-1,-0x0p+0,-0x1.7dd2bp-129,0
235389,0x1.338678p-127,-0x1.2f409ep+0,-0x0p+0,-0x1.6c49c8p-128,0
235392,-0x1.3f8c02p-124,0x1.b9ed4cp-1,-0x1.13d03p-125,-0x1.13d032p-125,1
235418,-0x1.18cb3ep-108,0x1.f73632p-2,-0x1.13f962p-110,-0x1.13f964p-110,1
235434,-0x1.93e09ap-121,0x1.39fdbcp-1,-0x1.ef5de8p-123,-0x1.ef5deap-123,1
235441,-0x1.809p-131,-0x1.2d8344p+0,0x0p+0,0x1.c4ee8p-132,0
235449,0x1.0b8abp-129,0x1.37327ap-2,0x0p+0,0x1.453a8p-132,0
235476,0x1.97e6ep-129,-0x1.5480a6p-2,-0x0p+0,-0x1.0f45cp-131,0
235477,0x1.4a1226p-126,-0x1.385eap-2,-0x0p+0,-0x1.92c02p-129,1
235486,-0x1.cce15p-127,0x1.29dc3cp+0,-0x0p+0,-0x1.0c1efp-127,0
235488,-0x1.93a77ap-105,-0x1.e26f44p-2,0x1.7c586p-107,0x1.7c5862p-107,1
235522,0x1.393baep-110,-0x1.9984a8p+0,-0x1.f512acp-111,-0x1.f512aap-111,1
235539,-0x1.b0947ap-109,-0x1.16c32ap+0,0x1.d70b02p-110,0x1.d70b04p-110,1
235566,-0x1.518dd2p-104,-0x1.1457c6p-1,0x1.6c60ap-106,0x1.6c60a2p-106,1
235567,-0x1.53861ep-114,0x1.821f8p-1,-0x1.000cfep-115,-0x1.000dp-115,1
235603,-0x1.8f732ep-125,0x1.cb2f4ap-2,-0x0p+0,-0x1.663ea8p-127,1
235608,0x1.0efe5ap-116,0x1.576f44p-2,0x1.6b8c96p-119,0x1.6b8c92p-119,1
235617,-0x1.2d294p-130,-0x1.4ef0dap+0,0x0p+0,0x1.8a074p-131,0
235629,0x1.e7dfp-133,0x1.54dc0cp-7,0x0p+0,0x1.45p-140,0
235642,-0x1.07883ap-120,-0x1.12a008p-5,0x1.1ab48ap-126,0x1.1ab48cp-126,1
